aor|total_pop|total_pop_se|total_pop_low|total_pop_upp|forborn_pop|forborn_pop_se|forborn_pop_low|forborn_pop_upp|noncitizen_pop|noncitizen_pop_se|noncitizen_pop_low|noncitizen_pop_upp|undocu_pop|undocu_pop_se|undocu_pop_low|undocu_pop_upp|year
PHO|5302751|1556.3637267682643|5299653.135492859|5305848.864507141|889567|12426.094169126516|864833.4782487227|914300.5217512771|502315|9833.35447850834|482742.1975109857|521887.8024890143|188845|7132.489537321453|174648.13470097433|203041.86529902567|2016
SEA|9444680|2989.169458227486|9438730.207023457|9450629.792976543|1381828|16222.130066671269|1349538.6577984137|1414117.3422015863|705095|13462.55457927655|678298.4554074444|731891.5445925556|242851|8084.67113431338|226758.8646410645|258943.1353589355|2016
SFR|13645007|3735.27443436222|13637572.122216856|13652441.877783144|4091715|21540.25664656761|4048840.191629429|4134589.808370571|1992223|20103.757714666182|1952207.471230427|2032238.528769573|578007|10511.060079744571|557085.258254531|598928.741745469|2016
SLC|6453741|2247.9936165389795|6449266.480633364|6458215.519366636|907555|11452.978795929032|884758.4159478819|930351.584052118|496397|9411.286341409446|477664.3031232056|515129.6968767944|240799|7559.404930283865|225752.3808673018|255845.6191326982|2016
SNA|5769587|4034.379661112722|5761556.76815539|5777617.23184461|1096379|14317.20807978986|1067881.3101676735|1124876.6898323265|686979|13739.280363250473|659631.6465125574|714326.3534874426|344123|10126.629276318949|323966.4486280284|364279.5513719716|2016
SND|2717317|2104.143198548996|2713128.807728094|2721505.192271906|811509|11703.663836594078|788213.4398559886|834804.5601440114|376795|9607.68357878214|357671.3842007885|395918.6157992115|112126|5375.195405750381|101426.94117459614|122825.05882540386|2016
SPM|9319395|3540.13275174816|9312348.54202004|9326441.45797996|726563|10283.01940336592|706095.1618667698|747030.8381332302|389074|10343.165936984671|368486.44318628375|409661.55681371625|154376|6727.969976151796|140984.31074654666|167767.68925345334|2016
WAS|7108321|2089.496889205629|7104161.960477605|7112480.039522395|1042894|10799.758939439344|1021397.6175485584|1064390.3824514418|490922|10301.119048433524|470418.1354244399|511425.8645755601|193297|6800.181920360661|179761.576467015|206832.423532985|2016
ATL|19812233|4132.747935696055|19804006.971002564|19820459.028997436|1970568|15612.326850921358|1939492.440737402|2001643.559262598|1132262|14462.72161800814|1103474.6727149358|1161049.3272850642|564299|9567.882443362272|545254.6063791524|583343.3936208476|2017
BAL|4707057|1070.086234842781|4704927.046628892|4709186.953371108|859835|10690.376036417054|838556.3387708745|881113.6612291255|397985|9949.125898791312|378181.7602631448|417788.2397368552|152395|5420.007606083224|141606.74472102275|163183.25527897725|2017
BOS|11863564|2879.9372562609765|11857831.628282826|11869296.371717174|1852954|14741.127146524448|1823612.5203721712|1882295.4796278288|852214|12764.690082410933|826806.5199419428|877621.4800580572|199426|6814.752614732248|185861.5742253399|212990.4257746601|2017
BUF|4805667|2972.471227783374|4799750.444019755|4811583.555980245|329528|6628.688493963192|316333.92559364095|342722.07440635905|141405|4935.327172538818|131581.47699186564|151228.52300813436|18072|1659.2261147896631|14769.393030997597|21374.606969002405|2017
CHI|29894855|8208.733967549442|29878515.923748568|29911194.076251432|2910493|24640.371725077526|2861447.566919671|2959538.433080329|1490047|19138.759656780272|1451952.2518176178|1528141.7481823822|601813|13243.749501179793|575451.9760211415|628174.0239788585|2017
DAL|11105533|4470.509462018843|11096634.67350149|11114431.32649851|1753709|17434.185274913194|1719007.122254358|1788410.877745642|1116600|14848.387338361024|1087045.0243007808|1146154.9756992192|573049|12006.163800315237|549151.3287396051|596946.6712603949|2017
DEN|4789857|2267.3674382419804|4785343.918005883|4794370.081994117|532942|9417.633025341347|514196.67036483914|551687.3296351609|301869|8820.399364541268|284312.4342305351|319425.5657694649|139004|6382.422482882185|126300.10582716964|151707.89417283033|2017
DET|16852893|4134.370828796082|16844663.740714654|16861122.259285346|1133257|15007.180861174427|1103385.9536999138|1163128.0463000862|526951|10253.262790448707|506542.39092320664|547359.6090767934|131632|5649.125795200528|120387.69637332667|142876.30362667333|2017
ELP|2603140|2977.381072352009|2597213.6712186015|2609066.3287813985|462424|8916.077366196416|444676.9919320262|480171.0080679738|257304|8413.485532167984|240557.3759537281|274050.6240462719|104516|5225.163126640163|94115.57295609236|114916.42704390764|2017
HOU|6932836|3417.994880042976|6926032.651372453|6939639.348627547|1716855|16115.79008146979|1684777.3222443138|1748932.6777556862|1014414|14414.156262161168|985723.3396376914|1043104.6603623086|480347|9785.07343355174|460870.2985270697|499823.7014729303|2017
LOS|15053335|3426.257856612663|15046515.204329005|15060154.795670995|5463686|24524.640414285383|5414870.924331567|5512501.075668433|2562071|21741.803260079418|2518795.023130193|2605346.976869807|827562|12520.027993179569|802641.5076488886|852482.4923511114|2017
MIA|16785710|2196.1196802542436|16781338.733120747|16790081.266879253|4120781|23906.12283181863|4073197.052783619|4168364.947216381|1759386|20340.707942448807|1718898.8335997232|1799873.1664002768|547345|13206.471650293275|521058.1757272755|573631.8242727245|2017
NEW|7029106|1506.5427474851151|7026107.301671548|7032104.698328452|1923639|17712.113508839084|1888383.9199427112|1958894.0800572888|817833|13029.690934554052|791898.0489400832|843767.9510599168|288851|8165.076141714785|272598.8224771788|305103.1775228212|2017
NOL|17132913|4071.4691820029784|17124808.943310738|17141017.056689262|838897|13388.497729394438|812247.8618798612|865546.1381201388|509587|11212.48452841742|487269.1078132094|531904.8921867905|258631|8454.055855031951|241803.6227460544|275458.37725394557|2017
NYC|10897386|3307.373217524748|10890802.838283869|10903969.161716131|3969554|24056.671991362397|3921670.392177355|4017437.607822645|1683196|21323.19530464419|1640753.2414230928|1725638.7585769072|489222|12857.352600749502|463630.07981283526|514813.92018716474|2017
PHI|12345501|3094.8571857195607|12339340.840864051|12351661.159135949|929315|14626.079320856974|900202.5173409577|958427.4826590423|423331|11542.235686815618|400356.7545506522|446305.2454493478|135805|6894.431771364483|122081.9768312703|149528.0231687297|2017
PHO|5384434|1884.6788187911488|5380682.640648921|5388185.359351079|879805|13052.756074867866|853824.1389266966|905785.8610733034|491951|11166.924012457504|469723.79375178006|514178.20624821994|190400|6567.187925588852|177328.3394128909|203471.6605871091|2017
SEA|9582801|2987.1757815702776|9576855.17533758|9588746.82466242|1430341|13137.714512045084|1404191.0333875564|1456490.9666124436|726814|11498.655993201988|703926.4977609671|749701.5022390329|230666|7602.154947776321|215534.2890859966|245797.7109140034|2017
SFR|13811641|4042.764827441735|13803594.077899309|13819687.922100691|4168371|23947.25029413607|4120705.1906176032|4216036.809382397|1969310|20715.031699227497|1928077.7607993488|2010542.2392006512|567401|11836.569538933143|543840.897672827|590961.102327173|2017
SLC|6586937|2237.781501845075|6582482.807339204|6591391.192660796|932395|11012.706202382771|910474.7566242644|954315.2433757356|493016|8649.970430585297|475798.6645379571|510233.3354620429|243121|7515.369827892704|228162.0305461138|258079.9694538862|2017
SNA|5882627|4940.565554670841|5872793.0502530495|5892460.9497469505|1109851|11841.482223522527|1086281.1192187532|1133420.8807812468|705931|11409.668851461029|683220.6222359532|728641.3777640468|332843|7597.592684528436|317720.37004383747|347965.62995616253|2017
SND|2743983|2293.7367983271315|2739417.4311075574|2748548.5688924426|807258|9573.935371622269|788201.5583268248|826314.4416731752|355232|7577.791330592312|340148.7836529425|370315.2163470575|101999|4910.758795746336|92224.37912261725|111773.62087738275|2017
SPM|9386734|4791.005291168024|9377197.742510982|9396270.257489018|774919|11891.355217131477|751249.8495081395|798588.1504918605|391839|9154.411073356932|373617.6005545037|410060.3994454963|132545|6077.942098276357|120447.15887271929|144642.84112728073|2017
WAS|7174089|2544.0873412679844|7169025.120816729|7179152.879183271|1081767|11782.284648997407|1058314.949043412|1105219.050956588|511982|11117.594773600988|489852.9811456325|534111.0188543674|185379|6268.967079990131|172900.93315770788|197857.06684229212|2017
ATL|20081722|3941.21342989694|20073877.2108999|20089566.7891001|1992331|17588.41941306836|1957322.1268816425|2027339.8731183575|1112302|15400.789879093863|1081647.4945474477|1142956.5054525523|547093|10480.783215008314|526231.5228463103|567954.4771536897|2018
BAL|4705812|1291.5543349003945|4703241.225402574|4708382.774597426|856065|10500.759543956809|835163.7609581552|876966.2390418448|379933|7585.403262187187|364834.6324820992|395031.3675179008|143909|5667.21595671102|132628.688807545|155189.311192455|2018
BOS|11931612|3157.994442680354|11925326.169297662|11937897.830702338|1892790|19251.96065859267|1854469.930859762|1931110.069140238|829071|13780.698148134588|801641.2064739276|856500.7935260724|187375|7411.692057148624|172622.39598668754|202127.6040133125|2018
BUF|4786444|3588.1646213628496|4779301.936975068|4793586.063024932|347479|7758.122562836966|332036.84331381007|362921.15668618993|141381|5361.715788812384|130708.7716809642|152053.2283190358|23736|2098.3444188216577|19559.349910421217|27912.650089578783|2018
CHI|29979445|6924.549071961293|29965662.029843967|29993227.970156033|2914071|20718.414171938937|2872832.0281558293|2955309.9718441707|1481995|18429.767339822825|1445311.4657239574|1518678.5342760426|601724|13184.568785136662|575480.7722898312|627967.2277101688|2018
DAL|11271731|3616.596134488893|11264532.34546379|11278929.65453621|1810374|16053.48419814216|1778420.339002882|1842327.660997118|1123116|13807.17185197606|1095633.5118845508|1150598.4881154492|558397|10221.700616824972|538051.2138583313|578742.7861416687|2018
DEN|4875627|2417.9342939790567|4870814.222176227|4880439.777823773|537218|9839.292738810042|517633.3776995198|556802.6223004803|293570|8471.712627916508|276707.4778187543|310432.5221812457|114326|5224.91814768423|103926.06057450672|124725.93942549328|2018
DET|16936142|3949.4260848887902|16928280.864019044|16944003.135980956|1159981|17257.31789415725|1125631.1679695663|1194330.8320304337|516281|11745.560612418634|492902.04640974064|539659.9535902594|127478|6436.670540737658|114666.12776900663|140289.87223099335|2018
ELP|2634677|2800.1778693504457|2629103.3853712697|2640250.6146287303|449594|9811.842349936123|430064.0163318248|469123.9836681752|247968|7707.668934249837|232626.26874943817|263309.73125056183|107159|5936.771340552034|95342.15223711|118975.84776289|2018
HOU|7024819|3930.35712753943|7016995.81982921|7032642.18017079|1730300|16589.557305726998|1697279.312173191|1763320.687826809|1017919|16058.718711341824|985954.9199649832|1049883.0800350169|479372|9825.856379980323|459814.1221027771|498929.8778972229|2018
LOS|15076991|3497.640569012202|15070029.1205941|15083952.8794059|5471493|23306.62080289633|5425102.331723121|5517883.668276879|2518880|20409.773167529325|2478255.362707942|2559504.637292058|834445|13599.23546931959|807376.3989011238|861513.6010988762|2018
MIA|17074850|2565.9214329359347|17069742.66114438|17079957.33885562|4218710|28366.114399050148|4162248.661630999|4275171.338369002|1733138|22951.82626829508|1687453.5325791067|1778822.4674208933|539829|13360.737459062657|513235.1173157792|566422.8826842208|2018
NEW|6958731|1281.3954697906497|6956180.446117767|6961281.553882233|1925106|15932.801757694722|1893392.5513918416|1956819.4486081584|762938|13490.840924493925|736085.1528456599|789790.8471543401|275839|8597.190450955475|258726.72045950725|292951.2795404928|2018
NOL|17215296|5166.460325987223|17205012.41795799|17225579.58204201|848087|10344.662889625744|827496.4635765846|868677.5364234154|509148|9874.217842442004|489493.8610196532|528802.1389803467|249477|7131.807053615514|235281.49315081027|263672.5068491897|2018
NYC|10695100|3307.564111245616|10688516.458319422|10701683.541680578|3894289|25115.743047937085|3844297.363970148|3944280.636029852|1570430|19953.918132787858|1530712.7194576776|1610147.2805423224|447263|10845.113471052297|425676.34161157435|468849.65838842565|2018
PHI|12372193|3361.8424115356747|12365501.420065198|12378884.579934802|966789|14830.668356483466|937269.2930519842|996308.7069480158|432607|10932.552757704854|410846.2980650744|454367.7019349256|138958|6975.8762424515535|125072.86566667297|152843.13433332706|2018
PHO|5534553|1789.8465297337646|5530990.3995986115|5538115.6004013885|917553|11804.277942762954|894057.1724872126|941048.8275127874|492405|10391.285040840714|471721.66450589744|513088.33549410256|187777|6534.629373575827|174770.14558959|200783.85441041|2018
SEA|9748796|2978.353118755397|9742867.736408634|9754724.263591366|1498336|16420.68632700838|1465651.4414482831|1531020.5585517169|746260|13234.983959189372|719916.4233960392|772603.5766039608|258378|7872.32285288148|242708.5333224826|274047.4666775174|2018
SFR|13863267|3830.9828242893495|13855641.619432006|13870892.380567994|4161256|26482.762807154395|4108543.379203025|4213968.620796975|1945219|22642.914029559004|1900149.4070096416|1990288.5929903584|510940|11326.921538970772|488394.32664149546|533485.6733585045|2018
SLC|6722625|2614.36032329134|6717421.245944887|6727828.754055113|932458|10566.292933190902|911426.3200097772|953489.6799902228|484335|8742.221559763857|466934.0432584897|501735.9567415103|220020|7070.136844503082|205947.24463150307|234092.75536849693|2018
SNA|5996755|4706.960271767757|5987386.029937515|6006123.970062485|1149312|14777.111030238624|1119898.8962432677|1178725.1037567323|724953|12984.21703838934|699108.5624662644|750797.4375337356|356250|9069.7146812895935|338197.18450589984|374302.81549410016|2018
SND|2753140|2086.566581731817|2748986.793108733|2757293.206891267|798058|11627.728071295784|774913.5862159906|821202.4137840094|341932|8121.86057809416|325765.8409048727|358098.1590951273|96921|4421.25987134889|88120.70235959157|105721.29764040843|2018
SPM|9450005|4768.3079650962145|9440513.920408431|9459496.079591569|794684|13107.185065833168|768594.8007301872|820773.1992698128|406908|12528.282224630795|381971.0780121613|431844.9219878387|145665|6781.31911946341|132167.12193302647|159162.87806697353|2018
WAS|7225102|2908.6300985171697|7219312.516608925|7230891.483391075|1081014|11003.505611849345|1059112.0699416262|1102915.9300583738|486660|10464.764060885464|465830.40817500185|507489.59182499815|181525|6428.0786592884815|168730.22948124344|194319.77051875656|2018
ATL|20348547|4435.682202322434|20339717.995427873|20357376.004572127|2077062|18818.859642656353|2039603.9968679831|2114520.0031320164|1134511|14774.35141385232|1105103.3891222838|1163918.6108777162|558367|10600.559699846042|537267.1137168844|579466.8862831156|2019
BAL|4714471|1498.993062025305|4711487.328944558|4717454.671055442|859744|11022.29787748453|837804.6648725418|881683.3351274582|389236|9382.54971742756|370560.5019424517|407911.4980575483|155726|6324.091148141368|143138.2114446675|168313.7885553325|2019
BOS|11949186|2970.684609648086|11943273.0001942|11955098.9998058|1888946|19307.528696081223|1850515.3254478609|1927376.6745521391|824540|14198.034316411551|796279.5196100441|852800.4803899559|193912|6728.711217610696|180518.83534232897|207305.16465767103|2019
BUF|4775342|3015.4467247822504|4769339.903432719|4781344.096567281|327571|6297.688528341173|315035.76454479946|340106.23545520054|134025|5399.564690787583|123277.43532607068|144772.56467392933|20747|1995.3737995673896|16775.3078011634|24718.6921988366|2019
CHI|30027803|7334.940207663591|30013203.16672163|30042402.83327837|2883486|22268.66100150613|2839161.3390280087|2927810.6609719913|1414993|20259.28586969442|1374667.9001815545|1455318.0998184455|549333|13803.797486561443|521857.22839089966|576808.7716091004|2019
DAL|11402704|3877.263364797393|11394986.500320422|11410421.499679578|1828623|18986.936559118745|1790830.448134276|1866415.551865724|1116733|16957.912349401973|1082979.119799069|1150486.880200931|581202|12265.22697507062|556788.6763889504|605615.3236110496|2019
DEN|4949135|2470.6486294088845|4944217.296916189|4954052.703083811|523467|9427.975392415914|504701.0843981213|542232.9156018788|264564|7444.41913113441|249746.2543753923|279381.74562460766|113579|5820.302788515388|101993.97709099654|125164.02290900346|2019
DET|16964748|4142.272069770406|16956503.013687894|16972992.986312106|1137242|16273.119682470233|1104851.165506927|1169632.834493073|504802|12300.691618766808|480318.0857814496|529285.9142185503|137027|6478.502975225064|124131.86239098676|149922.13760901324|2019
ELP|2648751|3073.653859822215|2642633.045028542|2654868.954971458|448392|10607.834180453614|427277.63422542973|469506.36577457027|232572|7791.005012191945|217064.39243557857|248079.60756442143|92948|4942.791974178157|83109.6186758733|102786.3813241267|2019
HOU|7105013|3360.190627032937|7098324.707860009|7111701.292139991|1742973|15337.799615655436|1712443.873530551|1773502.126469449|982115|14874.390160608264|952508.2669777723|1011721.7330222277|490142|11740.57021613516|466772.9795450722|513511.0204549278|2019
LOS|15087865|3549.4317502946865|15080800.03282643|15094929.96717357|5466794|26203.04386135321|5414638.145837501|5518949.854162499|2492712|24148.9522112244|2444644.712994331|2540779.287005669|842406|11675.497796668027|819166.5029560807|865645.4970439193|2019
MIA|17247195|2424.9442880198303|17242368.269132115|17252021.730867885|4271186|24495.637136028938|4222428.65391287|4319943.34608713|1738457|22393.817738384852|1693883.2207747768|1783030.7792252232|563390|14987.085590600997|533558.9523354513|593221.0476645487|2019
NEW|6949509|1544.3341283543532|6946435.079809551|6952582.920190449|1964750|15556.574944376413|1933785.412131505|1995714.587868495|781295|13079.976441110282|755259.9581429869|807330.0418570131|306395|9341.060568800527|287802.0840270586|324987.9159729414|2019
NOL|17296117|5018.526506854378|17286127.872859385|17306106.127140615|869402|11137.296067717694|847233.7667006161|891570.2332993839|490373|9301.367205954188|471859.0916894809|508886.9083105191|246615|7926.582198526677|230837.5327965362|262392.46720346384|2019
NYC|10660554|3077.222879480783|10654428.941072611|10666679.058927389|3821120|25035.5852747644|3771287.914026611|3870952.085973389|1496106|18250.58707959829|1459779.1151105904|1532432.8848894096|463034|12291.006189486685|438569.3641461964|487498.6358538036|2019
PHI|12378287|3353.4969733100997|12371612.031244468|12384961.968755532|955896|15855.167619738368|924337.078278058|987454.921721942|416201|11399.956835444598|393509.9535202749|438892.0464797251|131628|6812.767745197249|118067.5250093231|145188.4749906769|2019
PHO|5640228|1367.964601150191|5637505.134572053|5642950.865427947|925117|12377.095499348789|900481.0076612828|949752.9923387172|498462|11172.02874369736|476224.63303841057|520699.36696158943|203028|7776.713868980908|187548.8382445874|218507.1617554126|2019
SEA|9861740|3253.495182108005|9855264.07983079|9868215.92016921|1507605|17054.60731884496|1473658.6532768128|1541551.3467231872|759151|12512.617416032506|734245.2580337289|784056.7419662711|250291|7354.896124351451|235651.4454630639|264930.5545369361|2019
SFR|13905398|4404.739419080316|13896630.585497282|13914165.414502718|4155549|22639.715558063|4110485.773407903|4200612.2265920965|1874771|18566.11811203408|1837816.0663007444|1911725.9336992556|539006|12465.481978246971|514194.0787757784|563817.9212242216|2019
SLC|6844862|2647.9979984886695|6839591.29182722|6850132.70817278|946751|11729.549413766925|923403.9159034628|970098.0840965372|482625|10845.548513099742|461037.4756820396|504212.5243179604|224252|7476.265411286574|209370.8659403684|239133.1340596316|2019
SNA|6112333|5028.002824183774|6102325.010721566|6122340.989278434|1152440|12519.637864171633|1127520.2841812545|1177359.7158187455|708966|12306.174893117684|684471.1715968652|733460.8284031348|342038|11012.126822280972|320118.90985151|363957.09014849|2019
SND|2755059|1801.3240408099816|2751473.554184277|2758644.445815723|778832|9202.665027045156|760514.5534622405|797149.4465377595|319014|8774.017306798523|301549.7554071201|336478.2445928799|87277|4762.049128264009|77798.3783115207|96755.6216884793|2019
SPM|9483563|5852.834531233563|9471913.224276865|9495212.775723135|783758|14301.248060921118|755292.0777905864|812223.9222094136|358854|12017.226743304796|334934.3085024058|382773.6914975942|131222|7035.83337281377|117217.52398393868|145226.47601606132|2019
WAS|7257097|2225.0211122593873|7252668.206259337|7261525.793740663|1100299|11700.828970632809|1077009.082515537|1123588.917484463|490886|10153.07389414654|470676.8119329139|511095.1880670861|184325|6615.674761503924|171156.82878015036|197493.17121984964|2019
