Date,ICE Area of Responsibility,ATD Technology,Family Unit - Individual,Number under ATD,Average Days in Program
02/12/2022,New Orleans,GPS,All,208,325.1
02/12/2022,New Orleans,SmartLINK,All,2842,547.4
02/12/2022,New Orleans,TR,All,226,1089.5
02/12/2022,New York,All,All,7455,277.5
02/12/2022,New York,GPS,All,453,296.1
02/12/2022,New York,SmartLINK,All,6536,196.7
02/12/2022,New York,TR,All,466,1391.7
02/12/2022,Newark,All,All,13153,745.9
02/12/2022,Newark,GPS,All,590,315.8
02/12/2022,Newark,SmartLINK,All,10628,567.5
02/12/2022,Newark,TR,All,1935,1856.8
02/12/2022,Philadelphia,All,All,4043,399.4
02/12/2022,Philadelphia,GPS,All,58,177.5
02/12/2022,Philadelphia,SmartLINK,All,3803,370.3
02/12/2022,Philadelphia,TR,All,182,1078.7
02/12/2022,Phoenix,All,All,14306,49.9
02/12/2022,Phoenix,GPS,All,5188,39.6
02/12/2022,Phoenix,SmartLINK,All,3430,106.8
02/12/2022,Phoenix,TR,All,5688,24.9
02/12/2022,Salt Lake City,All,All,4304,836.6
02/12/2022,Salt Lake City,GPS,All,207,384.2
02/12/2022,Salt Lake City,SmartLINK,All,3719,801.2
02/12/2022,Salt Lake City,TR,All,378,1433
02/12/2022,San Antonio,All,All,11022,160.5
02/12/2022,San Antonio,GPS,All,2973,78.4
02/12/2022,San Antonio,SmartLINK,All,5387,159.4
02/12/2022,San Antonio,TR,All,2662,254.3
02/12/2022,San Diego,All,All,5573,460.9
02/12/2022,San Diego,GPS,All,1034,340
02/12/2022,San Diego,SmartLINK,All,3440,407.5
02/12/2022,San Diego,TR,All,1099,742
02/12/2022,San Francisco,All,All,13379,1063.9
02/12/2022,San Francisco,GPS,All,1280,580.7
02/12/2022,San Francisco,SmartLINK,All,6612,682.3
02/12/2022,San Francisco,TR,All,5487,1636.5
02/12/2022,Seattle,All,All,5386,823.6
02/12/2022,Seattle,GPS,All,272,245.4
02/12/2022,Seattle,SmartLINK,All,3970,630.8
02/12/2022,Seattle,TR,All,1144,1629.9
02/12/2022,St Paul,All,All,2842,1098.3
02/12/2022,St Paul,GPS,All,289,313.2
02/12/2022,St Paul,SmartLINK,All,1706,837.9
02/12/2022,St Paul,TR,All,847,1890.7
02/12/2022,Washington DC,All,All,4968,444.9
02/12/2022,Washington DC,GPS,All,461,464.2
02/12/2022,Washington DC,SmartLINK,All,4407,427.6
02/12/2022,Washington DC,TR,All,100,1118.1
01/15/2022,,Total,All,164391,539
01/15/2022,Atlanta,All,All,4616,519.3
01/15/2022,Atlanta,GPS,All,658,293
01/15/2022,Atlanta,SmartLINK,All,3103,334.2
01/15/2022,Atlanta,TR,All,855,1365.1
01/15/2022,Baltimore,All,All,2330,684.1
01/15/2022,Baltimore,GPS,All,284,440.3
01/15/2022,Baltimore,SmartLINK,All,1613,595.7
01/15/2022,Baltimore,TR,All,433,1173.2
01/15/2022,Boston,All,All,7018,149.3
01/15/2022,Boston,GPS,All,2381,108
01/15/2022,Boston,SmartLINK,All,4514,160.4
01/15/2022,Boston,TR,All,123,540.9
01/15/2022,Buffalo,All,All,579,1132.1
01/15/2022,Buffalo,GPS,All,37,196.8
01/15/2022,Buffalo,SmartLINK,All,63,387.6
01/15/2022,Buffalo,TR,All,479,1302.3
01/15/2022,Chicago,All,All,9312,848.7
01/15/2022,Chicago,GPS,All,769,437.5
01/15/2022,Chicago,SmartLINK,All,6249,606.8
01/15/2022,Chicago,TR,All,2294,1645.5
01/15/2022,Dallas,All,All,2771,260.5
01/15/2022,Dallas,GPS,All,250,256.6
01/15/2022,Dallas,SmartLINK,All,2445,236.9
01/15/2022,Dallas,TR,All,76,1032.5
01/15/2022,Denver,All,All,2860,792.1
01/15/2022,Denver,GPS,All,21,189.4
01/15/2022,Denver,SmartLINK,All,2290,542.7
01/15/2022,Denver,TR,All,549,1855.4
01/15/2022,Detroit,All,All,8439,1008.4
01/15/2022,Detroit,GPS,All,169,344.3
01/15/2022,Detroit,SmartLINK,All,6664,837.7
01/15/2022,Detroit,TR,All,1606,1786.5
01/15/2022,El Paso,All,All,8534,167.4
01/15/2022,El Paso,GPS,All,3688,75.6
01/15/2022,El Paso,SmartLINK,All,3544,92.6
01/15/2022,El Paso,TR,All,1302,631.3
01/15/2022,Harlingen,All,All,12277,58.9
01/15/2022,Harlingen,GPS,All,4475,62.1
01/15/2022,Harlingen,SmartLINK,All,5967,65.6
01/15/2022,Harlingen,TR,All,1835,29.3
01/15/2022,Houston,All,All,3445,207.9
01/15/2022,Houston,GPS,All,1510,195.5
01/15/2022,Houston,SmartLINK,All,1915,211.5
01/15/2022,Houston,TR,All,20,805.1
01/15/2022,Los Angeles,All,All,12151,883.5
01/15/2022,Los Angeles,GPS,All,1860,385
01/15/2022,Los Angeles,SmartLINK,All,4811,603.1
01/15/2022,Los Angeles,TR,All,5480,1298.8
01/15/2022,Miami,All,All,11541,274.8
01/15/2022,Miami,GPS,All,2144,194.3
01/15/2022,Miami,SmartLINK,All,9217,290.2
01/15/2022,Miami,TR,All,180,447.3
01/15/2022,New Orleans,All,All,3260,572.1
01/15/2022,New Orleans,GPS,All,241,394.8
01/15/2022,New Orleans,SmartLINK,All,2778,542
01/15/2022,New Orleans,TR,All,241,1096.6
01/15/2022,New York,All,All,6633,280.4
01/15/2022,New York,GPS,All,543,270.2
01/15/2022,New York,SmartLINK,All,5621,190.2
01/15/2022,New York,TR,All,469,1374
01/15/2022,Newark,All,All,12532,763.5
01/15/2022,Newark,GPS,All,776,289.6
01/15/2022,Newark,SmartLINK,All,9805,588.8
01/15/2022,Newark,TR,All,1951,1830
01/15/2022,Philadelphia,All,All,3684,410.8
01/15/2022,Philadelphia,GPS,All,103,273
01/15/2022,Philadelphia,SmartLINK,All,3401,379.5
01/15/2022,Philadelphia,TR,All,180,1082.1
01/15/2022,Phoenix,All,All,7960,69.8
01/15/2022,Phoenix,GPS,All,3277,56.2
01/15/2022,Phoenix,SmartLINK,All,1755,191.1
01/15/2022,Phoenix,TR,All,2928,12.4
01/15/2022,Salt Lake City,All,All,4214,840.4
01/15/2022,Salt Lake City,GPS,All,267,375.9
01/15/2022,Salt Lake City,SmartLINK,All,3578,810.1
01/15/2022,Salt Lake City,TR,All,369,1470.5
01/15/2022,San Antonio,All,All,10029,162.3
01/15/2022,San Antonio,GPS,All,3136,67.7
01/15/2022,San Antonio,SmartLINK,All,4890,163.4
01/15/2022,San Antonio,TR,All,2003,307.9
01/15/2022,San Diego,All,All,4328,598.2
01/15/2022,San Diego,GPS,All,1534,237.3
01/15/2022,San Diego,SmartLINK,All,1925,723.8
01/15/2022,San Diego,TR,All,869,957.1
01/15/2022,San Francisco,All,All,12929,1080.7
01/15/2022,San Francisco,GPS,All,1443,562.1
01/15/2022,San Francisco,SmartLINK,All,5978,715.3
01/15/2022,San Francisco,TR,All,5508,1613.1
01/15/2022,Seattle,All,All,5195,838.5
01/15/2022,Seattle,GPS,All,304,212.1
01/15/2022,Seattle,SmartLINK,All,3710,648.6
01/15/2022,Seattle,TR,All,1181,1596.3
01/15/2022,St Paul,All,All,2888,1075.7
01/15/2022,St Paul,GPS,All,330,294.6
01/15/2022,St Paul,SmartLINK,All,1687,826.4
01/15/2022,St Paul,TR,All,871,1854.5
01/15/2022,Washington DC,All,All,4866,449.3
01/15/2022,Washington DC,GPS,All,481,453.7
01/15/2022,Washington DC,SmartLINK,All,4281,433.3
01/15/2022,Washington DC,TR,All,104,1088.3
01/01/2022,,Total,All,157761,555.1
01/01/2022,Atlanta,All,All,4651,525.1
01/01/2022,Atlanta,GPS,All,626,303.4
01/01/2022,Atlanta,SmartLINK,All,3110,325
01/01/2022,Atlanta,TR,All,915,1357
01/01/2022,Baltimore,All,All,2281,687.5
01/01/2022,Baltimore,GPS,All,293,429
01/01/2022,Baltimore,SmartLINK,All,1555,602.3
01/01/2022,Baltimore,TR,All,433,1168.4
01/01/2022,Boston,All,All,5929,154.7
01/01/2022,Boston,GPS,All,1798,115
01/01/2022,Boston,SmartLINK,All,4052,159.5
01/01/2022,Boston,TR,All,79,817.1
01/01/2022,Buffalo,All,All,569,1141.7
01/01/2022,Buffalo,GPS,All,43,188.1
01/01/2022,Buffalo,SmartLINK,All,65,349
01/01/2022,Buffalo,TR,All,461,1342.5
01/01/2022,Chicago,All,All,9053,862.6
01/01/2022,Chicago,GPS,All,745,476.9
01/01/2022,Chicago,SmartLINK,All,6000,611.8
01/01/2022,Chicago,TR,All,2308,1639.3
01/01/2022,Dallas,All,All,2809,244.7
01/01/2022,Dallas,GPS,All,249,245.2
01/01/2022,Dallas,SmartLINK,All,2484,221
01/01/2022,Dallas,TR,All,76,1017.2
01/01/2022,Denver,All,All,2781,804.7
01/01/2022,Denver,GPS,All,22,165
01/01/2022,Denver,SmartLINK,All,2210,552.1
01/01/2022,Denver,TR,All,549,1847.4
01/01/2022,Detroit,All,All,8460,1005.2
01/01/2022,Detroit,GPS,All,170,353.4
01/01/2022,Detroit,SmartLINK,All,6665,832.8
01/01/2022,Detroit,TR,All,1625,1780.3
01/01/2022,El Paso,All,All,8061,173.1
01/01/2022,El Paso,GPS,All,4414,60.8
01/01/2022,El Paso,SmartLINK,All,2477,124
01/01/2022,El Paso,TR,All,1170,701
01/01/2022,Harlingen,All,All,11701,55.2
01/01/2022,Harlingen,GPS,All,4226,61
01/01/2022,Harlingen,SmartLINK,All,6038,58.9
01/01/2022,Harlingen,TR,All,1437,22.7
01/01/2022,Houston,All,All,3280,206.7
01/01/2022,Houston,GPS,All,1434,192.2
01/01/2022,Houston,SmartLINK,All,1825,211.6
01/01/2022,Houston,TR,All,21,774.9
01/01/2022,Los Angeles,All,All,11925,890
01/01/2022,Los Angeles,GPS,All,1909,388.4
01/01/2022,Los Angeles,SmartLINK,All,4576,614.1
01/01/2022,Los Angeles,TR,All,5440,1298.2
01/01/2022,Miami,All,All,11033,275.9
01/01/2022,Miami,GPS,All,2002,198.4
01/01/2022,Miami,SmartLINK,All,8881,289.3
01/01/2022,Miami,TR,All,150,518.8
01/01/2022,New Orleans,All,All,3315,568.8
01/01/2022,New Orleans,GPS,All,242,396.2
01/01/2022,New Orleans,SmartLINK,All,2821,537.8
01/01/2022,New Orleans,TR,All,252,1080.4
01/01/2022,New York,All,All,6435,286.9
01/01/2022,New York,GPS,All,559,283.1
01/01/2022,New York,SmartLINK,All,5419,191.3
01/01/2022,New York,TR,All,457,1425.7
01/01/2022,Newark,All,All,12207,775.2
01/01/2022,Newark,GPS,All,827,280.5
01/01/2022,Newark,SmartLINK,All,9404,600.2
01/01/2022,Newark,TR,All,1976,1814.6
01/01/2022,Philadelphia,All,All,3485,421.6
01/01/2022,Philadelphia,GPS,All,103,287.2
01/01/2022,Philadelphia,SmartLINK,All,3201,389.1
01/01/2022,Philadelphia,TR,All,181,1072.3
01/01/2022,Phoenix,All,All,5753,92.1
01/01/2022,Phoenix,GPS,All,3049,56.3
01/01/2022,Phoenix,SmartLINK,All,2184,157.8
01/01/2022,Phoenix,TR,All,520,26.3
01/01/2022,Salt Lake City,All,All,4088,857.8
01/01/2022,Salt Lake City,GPS,All,272,363.1
01/01/2022,Salt Lake City,SmartLINK,All,3446,831.9
01/01/2022,Salt Lake City,TR,All,370,1462.5
01/01/2022,San Antonio,All,All,9760,159.8
01/01/2022,San Antonio,GPS,All,3033,66.4
01/01/2022,San Antonio,SmartLINK,All,4907,156.9
01/01/2022,San Antonio,TR,All,1820,323.4
01/01/2022,San Diego,All,All,4617,576.1
01/01/2022,San Diego,GPS,All,2155,175.3
01/01/2022,San Diego,SmartLINK,All,1851,771
01/01/2022,San Diego,TR,All,611,1399.3
01/01/2022,San Francisco,All,All,12724,1088.4
01/01/2022,San Francisco,GPS,All,1455,556.5
01/01/2022,San Francisco,SmartLINK,All,5746,729.2
01/01/2022,San Francisco,TR,All,5523,1602.2
01/01/2022,Seattle,All,All,5121,841.1
01/01/2022,Seattle,GPS,All,313,206.6
01/01/2022,Seattle,SmartLINK,All,3622,650.6
01/01/2022,Seattle,TR,All,1186,1590.5
01/01/2022,St Paul,All,All,2836,1085.4
01/01/2022,St Paul,GPS,All,290,310.8
01/01/2022,St Paul,SmartLINK,All,1673,821.6
01/01/2022,St Paul,TR,All,873,1848.2
01/01/2022,Washington DC,All,All,4887,453.8
01/01/2022,Washington DC,GPS,All,476,442.1
01/01/2022,Washington DC,SmartLINK,All,4290,437.7
01/01/2022,Washington DC,TR,All,121,1070.7
12/18/2021,,Total,All,150755,572.1
12/18/2021,Atlanta,All,All,4660,528.2
12/18/2021,Atlanta,GPS,All,618,300.9
12/18/2021,Atlanta,SmartLINK,All,3084,320
12/18/2021,Atlanta,TR,All,958,1345.1
12/18/2021,Baltimore,All,All,2268,678.7
12/18/2021,Baltimore,GPS,All,305,409.6
12/18/2021,Baltimore,SmartLINK,All,1529,597.4
12/18/2021,Baltimore,TR,All,434,1154
12/18/2021,Boston,All,All,5544,148.8
12/18/2021,Boston,GPS,All,1621,107.7
12/18/2021,Boston,SmartLINK,All,3844,152.5
12/18/2021,Boston,TR,All,79,813.4
12/18/2021,Buffalo,All,All,565,1139.4
12/18/2021,Buffalo,GPS,All,39,192.5
12/18/2021,Buffalo,SmartLINK,All,69,321.2
12/18/2021,Buffalo,TR,All,457,1343.7
12/18/2021,Chicago,All,All,8946,861.1
12/18/2021,Chicago,GPS,All,767,465.9
12/18/2021,Chicago,SmartLINK,All,5867,611.8
12/18/2021,Chicago,TR,All,2312,1624.8
12/18/2021,Dallas,All,All,2885,227.4
12/18/2021,Dallas,GPS,All,250,236.2
12/18/2021,Dallas,SmartLINK,All,2558,203.2
12/18/2021,Dallas,TR,All,77,1001.3
12/18/2021,Denver,All,All,2700,815.8
12/18/2021,Denver,GPS,All,19,179.1
12/18/2021,Denver,SmartLINK,All,2131,558.4
12/18/2021,Denver,TR,All,550,1835.1
12/18/2021,Detroit,All,All,8427,998.3
12/18/2021,Detroit,GPS,All,167,350.1
12/18/2021,Detroit,SmartLINK,All,6628,825.6
12/18/2021,Detroit,TR,All,1632,1765.9
12/18/2021,El Paso,All,All,7086,188.5
12/18/2021,El Paso,GPS,All,4251,54.9
12/18/2021,El Paso,SmartLINK,All,2170,137.2
12/18/2021,El Paso,TR,All,665,1210
12/18/2021,Harlingen,All,All,8753,62.8
12/18/2021,Harlingen,GPS,All,3478,64.7
12/18/2021,Harlingen,SmartLINK,All,5119,59
12/18/2021,Harlingen,TR,All,156,147.5
12/18/2021,Houston,All,All,3499,200.8
12/18/2021,Houston,GPS,All,1542,185.5
12/18/2021,Houston,SmartLINK,All,1932,207.1
12/18/2021,Houston,TR,All,25,658.1
12/18/2021,Los Angeles,All,All,11588,903.1
12/18/2021,Los Angeles,GPS,All,1891,395
12/18/2021,Los Angeles,SmartLINK,All,4279,635.1
12/18/2021,Los Angeles,TR,All,5418,1292.2
12/18/2021,Miami,All,All,10576,275.6
12/18/2021,Miami,GPS,All,1907,197.4
12/18/2021,Miami,SmartLINK,All,8528,288.7
12/18/2021,Miami,TR,All,141,534.7
12/18/2021,New Orleans,All,All,3410,550.8
12/18/2021,New Orleans,GPS,All,283,344.1
12/18/2021,New Orleans,SmartLINK,All,2874,525.8
12/18/2021,New Orleans,TR,All,253,1065.2
12/18/2021,New York,All,All,6292,280.8
12/18/2021,New York,GPS,All,612,259.9
12/18/2021,New York,SmartLINK,All,5217,184.2
12/18/2021,New York,TR,All,463,1396.4
12/18/2021,Newark,All,All,12067,773.4
12/18/2021,Newark,GPS,All,843,270.6
12/18/2021,Newark,SmartLINK,All,9240,598.7
12/18/2021,Newark,TR,All,1984,1800.6
12/18/2021,Philadelphia,All,All,3364,422.6
12/18/2021,Philadelphia,GPS,All,112,258.7
12/18/2021,Philadelphia,SmartLINK,All,3069,390.6
12/18/2021,Philadelphia,TR,All,183,1060.4
12/18/2021,Phoenix,All,All,4936,100.4
12/18/2021,Phoenix,GPS,All,2348,63
12/18/2021,Phoenix,SmartLINK,All,2480,136
12/18/2021,Phoenix,TR,All,108,95.3
12/18/2021,Salt Lake City,All,All,3943,874.9
12/18/2021,Salt Lake City,GPS,All,276,352.8
12/18/2021,Salt Lake City,SmartLINK,All,3294,854
12/18/2021,Salt Lake City,TR,All,373,1445.1
12/18/2021,San Antonio,All,All,8993,163.1
12/18/2021,San Antonio,GPS,All,2529,68.4
12/18/2021,San Antonio,SmartLINK,All,4757,153.9
12/18/2021,San Antonio,TR,All,1707,329.3
12/18/2021,San Diego,All,All,4800,587.6
12/18/2021,San Diego,GPS,All,2270,167.1
12/18/2021,San Diego,SmartLINK,All,1921,784.3
12/18/2021,San Diego,TR,All,609,1534.8
12/18/2021,San Francisco,All,All,12671,1082.7
12/18/2021,San Francisco,GPS,All,1470,549.7
12/18/2021,San Francisco,SmartLINK,All,5672,726.8
12/18/2021,San Francisco,TR,All,5529,1589.5
12/18/2021,Seattle,All,All,5107,831.4
12/18/2021,Seattle,GPS,All,306,194.9
12/18/2021,Seattle,SmartLINK,All,3611,639.5
12/18/2021,Seattle,TR,All,1190,1577.3
12/18/2021,St Paul,All,All,2826,1077.4
12/18/2021,St Paul,GPS,All,285,298.1
12/18/2021,St Paul,SmartLINK,All,1665,814
12/18/2021,St Paul,TR,All,876,1831.6
12/18/2021,Washington DC,All,All,4849,452.8
12/18/2021,Washington DC,GPS,All,476,439.8
12/18/2021,Washington DC,SmartLINK,All,4244,435.9
12/18/2021,Washington DC,TR,All,129,1056.5
12/04/2021,,Total,All,145463,589.7
12/04/2021,Atlanta,All,All,4834,558
12/04/2021,Atlanta,GPS,All,593,316.3
12/04/2021,Atlanta,SmartLINK,All,3166,344
12/04/2021,Atlanta,TR,All,1075,1321.8
12/04/2021,Baltimore,All,All,2247,674.4
12/04/2021,Baltimore,GPS,All,333,411.3
12/04/2021,Baltimore,SmartLINK,All,1479,593.5
12/04/2021,Baltimore,TR,All,435,1150.8
12/04/2021,Boston,All,All,4970,152.5
12/04/2021,Boston,GPS,All,1353,107.7
12/04/2021,Boston,SmartLINK,All,3535,151
12/04/2021,Boston,TR,All,82,953.1
12/04/2021,Buffalo,All,All,550,1160
12/04/2021,Buffalo,GPS,All,39,192.8
12/04/2021,Buffalo,SmartLINK,All,57,365.8
12/04/2021,Buffalo,TR,All,454,1342.8
12/04/2021,Chicago,All,All,8812,881.8
12/04/2021,Chicago,GPS,All,824,460
12/04/2021,Chicago,SmartLINK,All,5677,642.6
12/04/2021,Chicago,TR,All,2311,1619.5
12/04/2021,Dallas,All,All,2699,233.5
12/04/2021,Dallas,GPS,All,293,219.5
12/04/2021,Dallas,SmartLINK,All,2326,209.7
12/04/2021,Dallas,TR,All,80,978.3
12/04/2021,Denver,All,All,2596,839.7
12/04/2021,Denver,GPS,All,15,204.7
12/04/2021,Denver,SmartLINK,All,2026,575.5
12/04/2021,Denver,TR,All,555,1820.9
12/04/2021,Detroit,All,All,8336,1007.4
12/04/2021,Detroit,GPS,All,137,453
12/04/2021,Detroit,SmartLINK,All,6529,827.5
12/04/2021,Detroit,TR,All,1670,1756.2
12/04/2021,El Paso,All,All,6648,196.7
12/04/2021,El Paso,GPS,All,3983,54.6
12/04/2021,El Paso,SmartLINK,All,2014,141.2
12/04/2021,El Paso,TR,All,651,1238.1
12/04/2021,Houston,All,All,7227,69.3
12/04/2021,Houston,GPS,All,3414,62.4
12/04/2021,Houston,SmartLINK,All,3680,72.8
12/04/2021,Houston,TR,All,133,151.9
12/04/2021,Houston,All,All,3493,204
12/04/2021,Houston,GPS,All,1546,182.1
12/04/2021,Houston,SmartLINK,All,1925,215.2
12/04/2021,Houston,TR,All,22,760
12/04/2021,Los Angeles,All,All,11373,914.5
12/04/2021,Los Angeles,GPS,All,1898,407.4
12/04/2021,Los Angeles,SmartLINK,All,4017,650.1
12/04/2021,Los Angeles,TR,All,5458,1285.5
12/04/2021,Miami,All,All,10103,281.4
12/04/2021,Miami,GPS,All,1978,192.9
12/04/2021,Miami,SmartLINK,All,7980,298.9
12/04/2021,Miami,TR,All,145,526.9
12/04/2021,New Orleans,All,All,3282,561.1
12/04/2021,New Orleans,GPS,All,251,393.9
12/04/2021,New Orleans,SmartLINK,All,2771,529.8
12/04/2021,New Orleans,TR,All,260,1056.9
12/04/2021,New York,All,All,5981,281.8
12/04/2021,New York,GPS,All,685,257.7
12/04/2021,New York,SmartLINK,All,4831,179.8
12/04/2021,New York,TR,All,465,1376.7
12/04/2021,Newark,All,All,11705,783.1
12/04/2021,Newark,GPS,All,931,252
12/04/2021,Newark,SmartLINK,All,8789,612.5
12/04/2021,Newark,TR,All,1985,1787.7
12/04/2021,Philadelphia,All,All,3238,427.4
12/04/2021,Philadelphia,GPS,All,134,225.3
12/04/2021,Philadelphia,SmartLINK,All,2917,396.6
12/04/2021,Philadelphia,TR,All,187,1052.2
12/04/2021,Phoenix,All,All,4672,105.4
12/04/2021,Phoenix,GPS,All,2044,71.5
12/04/2021,Phoenix,SmartLINK,All,2606,129
12/04/2021,Phoenix,TR,All,22,461.1
12/04/2021,Salt Lake City,All,All,3867,888.2
12/04/2021,Salt Lake City,GPS,All,299,352.6
12/04/2021,Salt Lake City,SmartLINK,All,3186,873.3
12/04/2021,Salt Lake City,TR,All,382,1432.4
12/04/2021,San Antonio,All,All,8690,161
12/04/2021,San Antonio,GPS,All,2341,71.7
12/04/2021,San Antonio,SmartLINK,All,4782,145.8
12/04/2021,San Antonio,TR,All,1567,340.5
12/04/2021,San Diego,All,All,5118,593.5
12/04/2021,San Diego,GPS,All,2401,167.6
12/04/2021,San Diego,SmartLINK,All,2036,780
12/04/2021,San Diego,TR,All,681,1537.2
12/04/2021,San Francisco,All,All,12515,1084.8
12/04/2021,San Francisco,GPS,All,1512,548.1
12/04/2021,San Francisco,SmartLINK,All,5466,734.3
12/04/2021,San Francisco,TR,All,5537,1577.3
12/04/2021,Seattle,All,All,4957,851.6
12/04/2021,Seattle,GPS,All,314,185.3
12/04/2021,Seattle,SmartLINK,All,3425,658.2
12/04/2021,Seattle,TR,All,1218,1567.2
12/04/2021,St Paul,All,All,2770,1089.2
12/04/2021,St Paul,GPS,All,255,312.7
12/04/2021,St Paul,SmartLINK,All,1636,815.3
12/04/2021,St Paul,TR,All,879,1824.4
12/04/2021,Washington DC,All,All,4780,453.4
12/04/2021,Washington DC,GPS,All,480,426.7
12/04/2021,Washington DC,SmartLINK,All,4169,438.3
12/04/2021,Washington DC,TR,All,131,1033.4
11/20/2021,,Total,All,140254,603.7
11/20/2021,Atlanta,All,All,4764,569.4
11/20/2021,Atlanta,GPS,All,609,307
11/20/2021,Atlanta,SmartLINK,All,3035,345.4
11/20/2021,Atlanta,TR,All,1120,1319.1
11/20/2021,Baltimore,All,All,2215,672.7
11/20/2021,Baltimore,GPS,All,353,407.2
11/20/2021,Baltimore,SmartLINK,All,1425,596.2
11/20/2021,Baltimore,TR,All,437,1136.3
11/20/2021,Boston,All,All,4739,144.9
11/20/2021,Boston,GPS,All,1350,96.8
11/20/2021,Boston,SmartLINK,All,3307,145
11/20/2021,Boston,TR,All,82,934
11/20/2021,Buffalo,All,All,548,1160.2
11/20/2021,Buffalo,GPS,All,38,182.6
11/20/2021,Buffalo,SmartLINK,All,59,383
11/20/2021,Buffalo,TR,All,451,1344.2
11/20/2021,Chicago,All,All,8648,886.1
11/20/2021,Chicago,GPS,All,845,453.2
11/20/2021,Chicago,SmartLINK,All,5490,649.1
11/20/2021,Chicago,TR,All,2313,1606.9
11/20/2021,Dallas,All,All,2485,240
11/20/2021,Dallas,GPS,All,320,204.9
11/20/2021,Dallas,SmartLINK,All,2084,215.1
11/20/2021,Dallas,TR,All,81,1018.6
11/20/2021,Denver,All,All,2505,864.2
11/20/2021,Denver,GPS,All,12,232.8
11/20/2021,Denver,SmartLINK,All,1935,595.2
11/20/2021,Denver,TR,All,558,1810.5
11/20/2021,Detroit,All,All,8311,1004.4
11/20/2021,Detroit,GPS,All,158,427.9
11/20/2021,Detroit,SmartLINK,All,6463,825.6
11/20/2021,Detroit,TR,All,1690,1742.3
11/20/2021,El Paso,All,All,5974,216.7
11/20/2021,El Paso,GPS,All,3550,56.1
11/20/2021,El Paso,SmartLINK,All,1765,155
11/20/2021,El Paso,TR,All,659,1247.3
11/20/2021,Harlingen,All,All,6143,76.8
11/20/2021,Harlingen,GPS,All,3230,64.2
11/20/2021,Harlingen,SmartLINK,All,2785,87.7
11/20/2021,Harlingen,TR,All,128,157
11/20/2021,Houston,All,All,3369,195
11/20/2021,Houston,GPS,All,1518,171.9
11/20/2021,Houston,SmartLINK,All,1831,207.9
11/20/2021,Houston,TR,All,20,770.8
11/20/2021,Los Angeles,All,All,11282,921.8
11/20/2021,Los Angeles,GPS,All,1921,411.5
11/20/2021,Los Angeles,SmartLINK,All,3854,665.6
11/20/2021,Los Angeles,TR,All,5507,1279
11/20/2021,Miami,All,All,9623,287.2
11/20/2021,Miami,GPS,All,2090,180.9
11/20/2021,Miami,SmartLINK,All,7401,312.1
11/20/2021,Miami,TR,All,132,575.5
11/20/2021,New Orleans,All,All,3088,580.9
11/20/2021,New Orleans,GPS,All,233,421.2
11/20/2021,New Orleans,SmartLINK,All,2596,548.4
11/20/2021,New Orleans,TR,All,259,1049.9
11/20/2021,New York,All,All,5821,277.9
11/20/2021,New York,GPS,All,795,235.2
11/20/2021,New York,SmartLINK,All,4560,173.7
11/20/2021,New York,TR,All,466,1370.6
11/20/2021,Newark,All,All,11447,787.5
11/20/2021,Newark,GPS,All,993,236.4
11/20/2021,Newark,SmartLINK,All,8466,620.4
11/20/2021,Newark,TR,All,1988,1774.3
11/20/2021,Philadelphia,All,All,3092,435.1
11/20/2021,Philadelphia,GPS,All,130,236.6
11/20/2021,Philadelphia,SmartLINK,All,2775,403.7
11/20/2021,Philadelphia,TR,All,187,1038.6
11/20/2021,Phoenix,All,All,4146,115.4
11/20/2021,Phoenix,GPS,All,1614,87.7
11/20/2021,Phoenix,SmartLINK,All,2514,130.1
11/20/2021,Phoenix,TR,All,18,542
11/20/2021,Salt Lake City,All,All,3759,907.3
11/20/2021,Salt Lake City,GPS,All,285,348.2
11/20/2021,Salt Lake City,SmartLINK,All,3092,895.3
11/20/2021,Salt Lake City,TR,All,382,1421.8
11/20/2021,San Antonio,All,All,8396,157.8
11/20/2021,San Antonio,GPS,All,2276,69.4
11/20/2021,San Antonio,SmartLINK,All,4637,141.6
11/20/2021,San Antonio,TR,All,1483,344.4
11/20/2021,San Diego,All,All,5225,580.5
11/20/2021,San Diego,GPS,All,2476,159.9
11/20/2021,San Diego,SmartLINK,All,2053,766.9
11/20/2021,San Diego,TR,All,696,1526.6
11/20/2021,San Francisco,All,All,12385,1089.3
11/20/2021,San Francisco,GPS,All,1493,557.5
11/20/2021,San Francisco,SmartLINK,All,5322,739.9
11/20/2021,San Francisco,TR,All,5570,1565.7
11/20/2021,Seattle,All,All,4831,862.2
11/20/2021,Seattle,GPS,All,310,185.1
11/20/2021,Seattle,SmartLINK,All,3286,667.6
11/20/2021,Seattle,TR,All,1235,1549.8
11/20/2021,St Paul,All,All,2751,1089.2
11/20/2021,St Paul,GPS,All,238,324.4
11/20/2021,St Paul,SmartLINK,All,1631,810.1
11/20/2021,St Paul,TR,All,882,1811.7
11/20/2021,Washington DC,All,All,4707,450.9
11/20/2021,Washington DC,GPS,All,480,418.2
11/20/2021,Washington DC,SmartLINK,All,4096,436.3
11/20/2021,Washington DC,TR,All,131,1024.6
10/28/2021,,Total,All,136026,615.1
10/28/2021,Atlanta,All,All,4670,601.1
10/28/2021,Atlanta,GPS,All,684,282.7
10/28/2021,Atlanta,SmartLINK,All,2766,356.9
10/28/2021,Atlanta,TR,All,1220,1333.1
